bidder_id,country_cnt_mean_auc
4566ae63ee93ffc6b000b5cbea7f6a8ehbg00,1.0
456e14a42046506ee7f195be6214e1bexiepi,1.0
4578be48d3d941688a695c2d50af5694dxbac,1.0
4579226b86f3ca5b5ea1597efabae4c42j4rw,1.0
458172a6455a457b1784eebfc663241a25lwy,1.5
458492af11e8624e0d38f9a29854de334nrwe,1.06474820144
458c8c4e10e5c1b29e3fbe5ee56d46e8y3fb3,1.29126213592
459027d0301265470842a9fa23bf5fe69qpzv,1.0
45927dd51fb4301c459ab96d48f64752q0o9e,1.0
459283816b011d0addac9fc7354e3bb83si2z,1.05263157895
45972f59df79953d9bcf04a76dbe0f51z23qd,1.71144278607
459ea22b6b51936d0788de9f78a3547bf4jrw,1.0
45a045968f979350f1d66e0ed9e515f0sutkw,1.0
45b0623cd2a0ae96374a399d0ebe6835lp42k,1.0
45bd56666e7f3693a319ac24d7dd4046m5ime,1.38167938931
45c3a73b88760d4390f42ea4fae97d84la5wh,1.33333333333
45cc879bbb3a99de5efbb4cd1899adbf8l7f5,1.5
45cfe8744884eb207048e3cbee31ec56hd9lm,1.0
45e4c7fe66077b5b7b338f19f476f9d85jlk0,5.0
45e6d54e2fcf4211a9310d1f76b1ab618c8ea,2.5
45ea540db231cf77c0436f303e867f4bcbpov,1.33333333333
45fe4f0fb849e7195a1efd5495d1285f2culj,1.0
4609eeb02359c1f36b32acfe7e4f15ac3qfx8,1.0
460e932b11a1529d78246317757899ccfaxng,1.1
461b089147eb78c582ca8a30fa7581a7mflo5,3.0
461b7670da79ac442f5955f3e1fb5dabq1unx,2.0
461c1d143120270fff5ebc1b91934951378ud,1.0
461dc3d03d1e28d52770a4d3dc7db34558fcg,1.0
4620e5a8d03a6ad63eed26d059108678yyys8,1.0
4624d59223675495fde7caf38ea319f9d7ohq,1.0
462809b038500eb121ea94bd4538613dhoczl,1.02325581395
462df7ecf1d47980dea6a93d44fb408d4u2d5,1.71428571429
4639ff6cce84b6d1d8186b398ed2f80ae31hg,1.0
463fcc6186d1967fc97a40f2be0f8305lm1h5,1.73333333333
4641b5a43c7a2496ef93af2ca590d2c94s20x,1.0
464506515f2ae684bd510b3a50b9121ec7v3a,1.01315789474
4650bd2a4b57badaa970e1bbc602da956fgt1,1.0
4655b99e11c4cc77418e3d16a942036emfqw2,1.0
4658731a7b11b2722c9d2437baf9016en053i,1.0
465c4f2ad08cc1e5f7a5e1e3ac75654ealh0g,1.0
46694d1416456435c9afda3992a16b521ed2e,1.0
466ebf78d7326a38db1e19fdc1c70e9b1qu0z,1.0
466f14294f0c588cab3741348f8f45afro5pm,1.0
4673f3d02df1455f5c7ae8036fe8c17fpsrce,1.0
4679df74080bc22e29676bddc5bcbf51gsyds,1.1
4694d67c21e9a2edd614e717aa3f4dd2e0w93,1.0
46984d377580ec4442b033d9f9781de68uig5,1.16666666667
46a28eaed47c29b4fd148a50cde44840u0bsn,1.03817914831
46ab934cc91ae035935ce692c7cdf978muere,1.0
46ad7367a12a4ccfab399d195909dac85tq1p,1.0
46af13ddcb4eae83028ffab6ffce1a1cr72hv,1.33333333333
46b998ce4c2ef24385e899c10fca69e2cgyly,1.0
46c0ae10d60c4fde2b6301bbafecd7b8dcla1,1.07643312102
46c2a45173fe0917fbb88ea244c4b690cgqg8,1.0
46ceb58fb7a57d86a26cfa154c940a8cuktu7,1.04347826087
46d382ea8e491498bd44f67515547936tcwt2,1.0
46de73dd87498e196816309d493e2119wht4t,1.05128205128
46e3683186e98d4c4b218f33602e8a0eczi5q,1.0
46ea414d75009b41f40ca5c3e7c2213cpx9uc,1.12195121951
46edf470086096ad2d5e01cc48554a6cx84xh,1.0
46f1d7df0a8ffcc10c3de0dad8979cabgr9ig,1.0
4703c8940eaa3f3bf5082ec2f155a8619i1yw,1.0487804878
470727c18798cf0e0ecc2a0dca207cafuena7,1.0
470a0e402bb9cb4d48c2a450d2043e87flc2m,1.63636363636
470af95570ebd931c4d9dd564e005de9a7sdv,1.0
470cb23dd332e6d49030745f8ea983c80piie,1.0
4714284973cf01b6205c24314f63efb5in821,1.0
47183c1427a3cee97ff9bd167844e65d9dzi2,1.0
471d00c20acf7c61faa2758e871c898case37,1.0
472641bbe8c4bfeb799f0bf45b081b15xvozo,1.0
4731be79b5c7e894dabe5986e747b97bd6yxh,1.0
4737bd89c262550aa5a80e64f27b4775lcpxw,1.0
4741959d26f99012b8a6a3e3954eae40hsy6j,1.0
47460568c86af7e3ef030ab7c892a25b52gnu,1.35751295337
4746c1f4f493c538c1c3ba7f9ab1e2dfxodcl,1.0
4747b49d07d59c361f99e6c4176aa9cdem69b,1.01960784314
4747c45076b1f35680006486ad3376c6eta7p,1.0
474ae7c8bd509560e02fbaef8251546dwryh9,1.09202453988
474e46edc6feaf8250d35d9d63ede2ce4m8um,1.05755395683
4761b2fdb4ce610d1d8dd9ea50f478cf7et0f,1.0
4774036a7a5ff2571aa989c2860c7428mhizs,1.0
4775f94223d60be27ac2a30f7f722ea4m7i4z,1.0
47a16c48b321926385db94b5a302642awmq11,1.0
47ac630eb3c096a244e7df54a3c00413o0r63,1.0
47af53e91f8ffc840bb865bbdf3b2516jaqvv,1.0
47af7d7f611b9e407fb013e884bfcafe4gvnx,2.29647058824
47b5a29dc17b7ce031f37b279b4611f507xj4,1.33766233766
47c2e93147dffb662878f2a5c78d396603d1z,1.0
47c5cd21a74e45dd294cdd53041ec0a3dw3ge,1.90206185567
47cb11ae33fe5080567fba838f889bcfn65i1,1.0
47d1dbfb67706772f8a44f50e5656602z04rc,1.875
47e0637718480102d235233c83661a7850foh,1.0
47e1969fdc8fb6fb2274bfd860dbbfa31xp4t,1.0
47efdea29f084d75516f475ee2e21695ira9g,1.29545454545
47fd579830bcfe8d16d2d1e11dbd32f0uzx9r,1.0
47feca42fbe0a24fe49983be12981290yih00,1.0
48009cedaefc4892ff8e26a4bf1184df1vfzi,1.1875
480402b6f43e02c0f1b8da66025945f0oe9u4,1.04545454545
48044b1b1f47f168864bc7c4a58a65ecmt187,1.0
4804cf67532d8b3e79726c5a5b74b985q6odg,1.36879432624
48116bea5a0a89e4733011b2df8be8ear9cu3,1.02666666667
48117c1e2b56cfc8739f83683e01d9b2aoc66,1.0
481dad204c4a2169d35f87b980da42a340mm0,1.0
481db1a88023d22b3533044bff5239dbf3cda,1.85714285714
481fdbc92e77bba4c9611841a7d74071elwx6,1.75
483753c25facf00028067706fe7b2314i4ly9,1.0
48399c79115b6f02a200726445c179bf87b81,1.0
484dd78af1eeca9f794f589c1dec48fb6xx91,1.0
4852ed56b7d165268aeb17b0fd290a0etklzr,1.03333333333
486526c330bc50264e4378b22591203di1urf,1.0
486dc9de91d243625863313adc03aa6bv4s1e,1.43661971831
487d124d03b63cb87f4cd60b50d574d5hnc12,1.0
4882587d42b3d7d8d7bec4315203f10bl2fts,1.0
489032287295068f873b18688a973e3cyd9gy,1.0
489a49069b03c3ff1c954d4b735199fdo55o5,1.0
489adf672cf4a420524975c00f6af0273nxbx,1.13953488372
48badabcce6015d257ff5809761486c8qgjul,1.15942028986
48c7ab47c8de7dee894f3810b86d5b545w40w,1.0
48cb2cffc0d9004d1584cc02d3dbb1c3hii0r,1.03296703297
48d01d8fe2e6373a0cd6806b26801e097u9dk,1.0
48d31d8fc2d725547e185e97459d0155z02z7,1.0
48d4797af6bd4f768538358e821a175c14ut6,1.0
48d51b553b34d52dcff63d57bff822fcqmn2c,1.0
48e03c096cdb040432600a898cad86330daoa,2.55319148936
48ea8a8bfd5fa7cf5c50f7d8f127faffbhb0y,1.0
48f1847483c7b8c0f32ecd7cb7ac1853gpg58,1.0
48f366214757db27dc1c8471cda14b6dbeprf,1.0
48fd18427f5e4b8d9cb568aa5cd6a3f9sizo0,1.0
4902e2c5063d06af1b7c12e5269fa842h8u2e,1.10852713178
4922d20e07d04601e8724be5e9f9576blyccu,1.0
493588b5f3249d6ca3c552875b09e7e1ye0v0,1.0
4950352b0410495ef65a92b08b5be463c20yn,1.0
4955e2c318d0bdca797ce17794ba18fblhaau,1.0
49710fce63f54c68f9bae6141673e7c5s1ywf,1.25438596491
49751ca502ec6b3a75de1ed1f96cfd50upx4i,1.59064327485
4977ee44e7acdba8d5b2277e792ddeafqde8c,1.0
497b8beb19a7f674bc53acf7f5c7ec8cxv68x,1.0
497ef6187e03fd9d4387ac436461a40f982dq,1.0
4981c32c54dde65b79dbc48fd9ab6457caqze,1.0
49846ef3bcc3e38146b6a185f52a697eodkto,1.0
4985bdbf8710c33fd7c9d4771db7c690mcbyr,1.0
4988ad14480455e318da46bbd904fd15gm832,1.0
498a5d239b30c64379dbc0e2962b3a3bvvz3i,1.13664596273
4992da4511c3c1b4efed3e16c7d8dec65ilfj,1.0
4997f0d7074a1d9f8bedf5575b6a4372w7nro,1.0
49b337bd08443e511615df03f130e6f5kiwkk,1.52727272727
49bb5a3c944b8fc337981cc7a9ccae41u31d7,1.33333333333
49c3957287d24e69713e4355933b74baoijix,1.0
49c3fe390b7fea477dfaf77e75ce5e4fvgojr,1.0
49d09414e55fbf4963d12968ac024c16w9zm0,1.0
49db3ff6d8c83e75929eb2cc592090b6pjo74,1.0
49eaad86d095aa5af75ce34e59e4b7f1mmf9q,1.0
49f4481b6bc2255e745ef20ac2a720754r9mp,1.0
4a051af69bf679ee741fb2807405d5fa7l3k0,4.0
4a12a4857cc5e259bb276b6f886e6346tg6wn,1.0
4a27630b38b9e2188dca0e0377dc9b5c938qo,1.0
4a2d5b70f0fcec3ad9d8ac4b447efd6f3vs9c,1.05389221557
4a3c90a0d9f76dcd825fe1cf5047c954q48po,1.0
4a41c9c9a98852a083f16eb7db0f5a32kxns9,1.0
4a476d7b3089cd38844ea1b89dd5dc905qo0f,1.0
4a8033e0cd9575560c86920b99d67f427hgge,1.01851851852
4a8be57d54e66c407fbfe3b225c15d79nt8bj,1.0
4a8e718a160e1d8d605a043b9d3ac795mipln,1.0
4a92088c9817939328005a976929e5cfrtahp,1.27272727273
4a9b7b137e14947923bac29a694ed2af6egiw,1.0
4a9b8b8645b60559f30c00e4cc13165d39url,1.0
4aad6f0ffe775217e4ef8c91d69707545li52,1.0
4ab12bc61c82ddd9c2d65e60555808acqgos1,1.0
4ab478cf4c054a5079e6e47417eeb529648ku,1.5
4ab56df4b1befe3e2ce5cd98e8950ba2psqq2,1.0
4abedb0c05a6b24ab5561fb83906c81endh4u,1.0
4ac31aea605d17045ceedbce23eed239omved,1.0
4ae96d7f1d334b2b64e4ed8f6bc35a8euexme,1.16666666667
4aeaae693ab3afc7dc55ba0082a0e9b187wfb,1.0
4af5e2532224f9f7d1d039704573d9205jbkv,1.19259259259
4b2c353b1331bc8eec4e18c5347ec18dq3fjb,1.0
4b32495335dd238db6285f7c6bbe051fv1qoe,1.0
4b4e0220313aed060f73b99c6a0dc08btsxt1,1.03846153846
4b4e709a20939a9a35a1d850fe895afem5wd6,1.0
4b571f268b7a1f6f2e836ebd48c37563pf6al,1.16104868914
4b72cbc9d9ef0238bb666feea6d79e718qry1,1.0
4b8a1c9b43261dcf750eedee25978bbfp7yrj,1.10236220472
4b9260b578bac8d676cb8d1d7b90c553zgisk,1.0
4b9bf4cf1085e9d839e833e4b9d40f2a8ps14,1.0
4bc36458d9e977d4b4f6a0e6834c75bd66bsz,1.16525423729
4bdc33931675afd8401ad95102eca66ftcqkh,1.0
4bddcd4957ff826dfd3b3efe6eb96be9aw5tz,1.64644970414
4be30f00d7e97ad38cfb33a2322077b4b02n2,1.59388646288
4bebb0c81e89088613963c98e166a652pgp1x,1.0
4bee2d6870157baf6ec9dc17597a4de3zzsm9,1.0
4bee9aba2abda51bf43d639013d6efe12iycd,1.0
4bf30b842eadc03b3c38cc7b4ef0edd94n7so,1.0
4c12adca204268a58e46a05fe5d9d006us2is,1.0
4c2699de8bc9516b09c5e5c8bae6d6c6xiry9,1.56
4c27839f15b963ac4675d193fcc66df50t7qd,1.02040816327
4c2af41637c123c78074e46a22526298vol9h,1.0
4c341a39553faef07ddb917ea4e069ed0yi3y,1.02631578947
4c4431ec9b6e683bdc5a3118d5140105r1nas,1.0
4c46b1ea933d574a985776ed356312505nagr,1.0
4c669ef93cde71e8ac3b65d1625ffcccehk7v,1.03424657534
4c67576a6f30a158d16d790a7fc482b0zqxue,1.11538461538
4c6925e4c3bd567507594099a94b43670hmhe,1.0
4c7be8268546856b3571b5de103acc25y06xt,1.0
4c850490d943aaa2ce265465ee6dd005uhqbg,1.0
4c8bfbbfad924c7eb74e07bfe025823fqj39e,1.10248447205
4c93ba564461b1412df6f033c8ef71e8ck438,1.2183908046
4c9d2325acd5f918949c990f3e604ee6dufzj,1.0
4ca0886f78367e0dce1e4e99003ea13dmp6zp,1.0
4cace4492e4510ca9abf8d8b7ef66690fecv7,1.01538461538
4cbb75faa9d574a4ca40f2d7f69a8d75jyg2v,1.55555555556
4ccc7433445a7221a6223fee6ef6f0326jfg6,1.00602409639
4ccde027a20264ab2d04392b60e31b4fu3ray,2.0
4cd52ae88da3e30dbe01da5048151c98p4f0v,1.0
4cdb3c7758282fe485b61198df9decc8qzq9k,1.17721518987
4cdf0aaf5ef5d0cce46d10a864661e38u9bsn,1.57971014493
4ce7a1dab283f07a5c022a91c4727384d5g5z,1.07462686567
4cf9c56df4594860df56285e9293a7f7evfix,1.2619047619
4cfd6576952bf02215c5fe1de1e771d52yllr,1.0
4d0a0183b971b4efac5c022a6cd1347b4cpvn,1.04347826087
4d0ef1e14225a1036f2df8f131580ae9mewjt,1.0
4d12bfd7ac836e30611a32012a0e55c03hkj7,1.6
4d1542974bc322859d3d099b8c5193felot1k,1.0
4d284bce5041ed434b6dbbb5a79b907ex85rz,1.03571428571
4d2fc319ce6c2ad370052e0f6f2b0a1dxiyau,1.08695652174
4d376a688d198d5c413a07848e0e97ffgx13w,1.0
4d43b95f69bf794b896383ed37411c6cgcdzh,1.0
4d492abda420632b164e07cddb8b6c8brwe51,1.0
4d52f2fdd2980ece7833a1c249826dc62h0yx,1.0
4d6580da346435dff2503c55ee5e0cf8wbkb3,1.0
4d68592e6de1b3f780b1d53b46bead33xbu5r,1.11808118081
4d6f7d79eedab7a5da496a229803b53538mdn,1.0
4d6fa52e125a18f433db6e6603b58ec7k1key,3.94117647059
4d76c34e150be9715011f6a4fa7c361eu3jbp,1.0
4d78af325faf00ce6675d2cdb324051063qa0,1.0
4d7bda740714fd1ec3db19e0aa02fb5bag3dd,1.01724137931
4d7d8a90d470da6f75b31887f7f1d5cdsdic2,1.0
4d869173b8918b5f15bdea0e9cc60482fzjpr,1.0
4d884bc55021af52c5f262ba2680f4ed8sctg,1.00925925926
4d8a621db41bd1648f69240c52b8c0bdo6ytv,1.0
4da45cc915c32d4368ac7e773d92d4affwqrr,1.09375
4dbc8d336dbe0241c9bbb0f3630f25059yo43,1.0
4dc72bc83536cccba2050b69a92199851tp53,1.1875
4dd2a50e589cde2802c4bab143dea61ak517w,1.0
4dd5eeae7cadbe9dda50852804a1e9e7xbr33,1.0
4dd7f98cfffffd6f4707fd0deb4a00b5rj9wv,1.37860082305
4ddeb09eda38180d773c4447f2044a554q77s,1.0
4de2f22ca840fce9ac653e4aa06d9b0cnhudf,1.11111111111
4de568a9b480f0dcd3f2ac385121d75bbpy82,1.0
4df15461e6ced548045eea504ea4e105eajt0,1.5
4df80ef61905f52cd535096d58f71dfehs7mw,1.0
4df9c9ca020f09c8789c1054805a1fd6v11lc,1.0
4e0025ef370150c5ea8c3df303cc8d72a8oom,1.0
4e15ce4862b8e6e0de6ef62353b6f6ca3y1u5,1.0
4e16d5d779d87d3ccafe7854e372483eraxvi,1.0
4e22432d4a059b14d1d6a68a1feaa953k8vrb,1.0
4e283c60a95bfa2dca48513df3d48e6dlj1xh,1.0
4e39565b91844628d51b4eda33bb1fbdytj5z,1.0
4e509aeb68ab874542408e720ed6b665uxy66,1.0
4e62891c902c1f1898f0b5922fb340e0h400j,1.0
4e6b4a945300d226809184c3830bdf29rn4yw,1.0
4e6deae48216b103b1366bdd62978790vfzik,1.0
4e93afe26c37d83222cae214925e4305qmtxw,1.0
4e9cd4447d36dfeab111933ebc49dbaf1yj9d,1.0
4eae1cb1660f3ca6abceb50881a01488d2oda,1.0
4eb0643c3aa83a6e63cbe2f07dd17ea0kka3h,1.0
4eb5971331e5aa0bb1057399d3572a36wbeej,1.75384615385
4ed4760782d4e2c65bee8cadc1fcdc89htz8b,1.0
4ef1d5e846a7dae54f2638a34123a6a0ns4i0,1.0
4ef4b3e5727dc85f18aaf00ff9a1e936qyhp6,1.04666666667
4f07602a713c192a941204b27e2abcf1srnke,1.5
4f22bdad196f11dff3851bc473c6c8b61j282,1.0
4f24054c7ab6afc160519ee2c39b20466vjkr,1.0
4f2ac3726e3d144e90a8dd2ccd3a2e0efeqfe,1.0
4f2be87dc8a5c11527bbe266261d8abf5jh3o,1.0
4f36ffebcfe248658df4388e7826936ejjja1,1.0
4f47bcb54182b7486c412c47067c5c31mrynu,1.0
4f4e2843127b1efd7289c4ed6a9969947o2no,1.12121212121
4f532f604c53034fe8e40d8674d0746el7zei,1.75510204082
4f57e657df5ee5d9207178b4b6858ddak9ouq,1.0
4f639fdc5b132d36a4ff03768e93641669he4,1.0
4f67df0879a6adb44692f7399a5f5016qeuw1,1.0
4f6801cd3a78c92cc771d3e1208bb3e7zm2cb,1.0
4f71e3f20699cea4f7b759cf2c08d8d7s4z9t,1.0
4f7331589f84c6359bd693513bc9d7ddlitos,1.0
4f8188d297e19e277a2dbafbecdeb53crpf4h,1.0
4f891171f7b09f54d8b4f30b48421f178m75r,1.07514450867
4fa8f06a42776caad515ab85464aa76fa400y,1.02298850575
4fb3e8e72d53b5b640d06779d2e6882etphxu,1.0
4fb5f15ddb3ef9f9f913cbc94737d5e5dvkej,1.40366972477
4fba0b9c53034d42a5d1fdf9b332c017670qd,1.0
4fd7dc807d27f9af780cf4f35c757d0d3rzxf,1.0
4ff690fa3abf2cf5d5251406119f3d58f0fu0,1.5
4ffbea815bb0953e5c220cdce75e5425ia0ay,1.0
50132415dafc1d4bcc13a8927883ad8f3dhqo,1.25287356322
501661a6b1c3ad1134bf22aa36755488rqj9v,1.29411764706
5032a60dbbc7166223b7455fb20d8b2c2dsve,1.0
5053e03863b6887308c8446cefeec429l94tg,1.10067114094
5065622236cf204c8da8f93e7b01c88bkp46s,1.0
506e1025b54384439a149068e9b4a5a6hxbws,1.0
5072818e9ad59faa45f994c479ffd07fbhauy,1.0
50791a0a98478b7f78f8d30acaa4683dxab5p,1.26153846154
50859deae0e0a599efde1725cde3a8b8dw86a,1.0
5088dab010d3f3ece813cb35c1f86a7ctz31o,1.0
5089b23db6091b6e7f98963a6024cf67rry26,1.0
508cfa419a7157d95887d5b014c598ec5mh7n,1.7
5093e6354402d868b7324c2ae025fc5f6ih90,1.0
5097b3a4011380b5d9447e1a7a20b1a556yzj,1.0
50a4bfbac8a9653af4099ec1169f684c2nsgu,1.125
50a7a76378deb17240950c1915f45e11yf97z,1.0
50a7fd67b3bfb97a48e822280e7a6e18imbme,1.0
50b710bc1828d275404c13cd6bd40145pxuth,1.0
50bad54e501954d79c9ce0dfe34767bdltzt5,1.0
50bc9e768958176fd0ccb0dbf1b7f556k6pzf,1.04347826087
50cd1bc72f051c844a9c05a0abd87fdbn8k4j,1.0
50dba3cc5fae1d2efbc45e94644ba2c2oou37,1.0
50dca07b6a31ed7f4527a08490f9d417lt65a,1.0
50dd191676497345cc95d8b9f7284a7371z5s,1.0
50e25686a2405cdd5240562137738a85eermn,1.01886792453
50ea31ec84c0e1ac6a3e6b173e1f0edc3y6bi,1.0
50ecb0f3996500cf0033b3635f441010gwbcq,1.0
5106dcca581b63cf2226110a9048ee4846sxb,1.0
510f33a3c0a290a0e43d2576d928a4abxieo3,1.0
510f855345baefe48c8bf65bed79facb64feg,1.0
5114111892d49b59415284dcf19ceebconhvq,1.0
511a640e38bf03022300f5503cceb2cd3f361,1.0
512518360ba51161fe98ae625acfa234gq7kt,1.0
513075ce81b9d197bf69ccaea35e882c2ruir,1.0
514d8bd71a1bcce21f2137998fba94c33dzt6,1.05636743215
51531e790ebb8559f364f56f9b61b7c2zoy4j,1.2
515470bdfddc3e4b3b0eb4f8b1ad4010zxmqj,1.11111111111
515805390df8e6b9f69b2785a4539d25d5cyk,1.0
515bb85c48da210ccad07654eb75e38cdizay,1.42713567839
516bb9262cf4e0080d4530e93b860155f9m2j,1.0
5176d6fc2c60221f3fc7f7eca5615b2b0v3ff,1.0
518e9fb1055de6532ed2df6d03fb78feus5s0,1.0
51970fbcb60e9810f21e8ea98a0c6307o1m4c,1.25
519c0f3b989c8e1781e0910f685980ce15wzr,1.0
519ce3428b8d5359bd919f7afd9ebaa4yu71j,1.0
51a4b86a81fbae237e6c5d475504c6ecng0nq,1.0
51b2d173034d54f115b647ac7c1640a5l1q91,1.07692307692
51be0f867f9284289131c473abcb66d7791m6,1.0
51cf4dc8898554aedd8572f97a95ef5cpi3ct,1.09333333333
51d2e1b98b7a1e42b939637dc6e11381zu201,12.6666666667
51d6b173586fd34c938477d87ad6b6b0092ke,1.0
51f47f594971d59e2a52398527ce8d81q5rdo,1.38461538462
51f5f4f3279817bec9153d2428c0e9af1txcz,1.0
51fc6bf79c7d7f0efeb20207a6762f823vcyv,1.0
5201935b289665a197e38f747882948fjt867,1.0
520b616c26fc47935f6bcd5ec063eaa7w15t8,1.0
520f9b463c9e109671fd32e9a58c1811001hx,1.44827586207
5217ca28db255c1c42bfbdfcb749c832pgkpj,1.0
52282d2cf41e5d692194788bbdcacb47ria0c,1.0
522e24d5e03be51bb5fd1da5591f416ao0q54,1.42083333333
52399ce43b0c0aa63c6cc2a1b5fb79d8e8yxp,1.25201380898
5257db5a50a52ec0223fef7fce6a6cc8mehae,1.28571428571
525ad8caa794371b2acf8e12309805f0ug2kh,1.0
525d104ff1faafa33eb67bac277875c14f2gl,1.0
526bcde22673b8c5faa642df2662ca0a04zsf,1.0
526da6abd2c451e520f301166dc8e1b2ahlzv,1.0
5289971c1f0a993ec260c3a1f1ef67eek2maw,1.15985130112
529356c0fae85d4594b21152046dd2a4gcig4,1.01851851852
529983ae60d389a977acf05f9027652cfefbj,1.625
52c441804b89bc20e4c8dd625bf163f27o2zb,1.0
52c73f9072fea185709efbffa70b2b7fr965a,1.0
52d0330405d8c4e77fe91e5ca5c521f8z281q,1.0
52d8066e28f168e5bee769559ead307e1go7e,2.0
52d87849f7f778dd6d18f5d9e48ffa2f6o3ct,1.0
52e8b7f187982d6301473be3ddc3420dzm9nq,1.0
52f74accd1ec848a552e2b1e631fdec9sqc2l,1.19444444444
531d4a209ec0cf76c9337b42fb1c3d9c9tcuv,1.0
531d656c84646bf23afe71f527c057c6b9bpw,1.01315789474
5324221d38a79636bc4560cbcf2d75c4gimrm,1.1
532911e6adfe4860a00bf040e8faa6f1o380t,1.0
5337c04bbad8e304d3af29527456b4b6y5gl9,1.28205128205
5337e089fd3eaa488c0593d3571ce52d1luqh,1.0
5347ba333c6701b2b477bd4e44221962y1mlo,1.23737373737
53492f823b965ef68bdcde770e4fd5a38wbh8,1.025
5350837083b462b500f967a09d7eb94df3w9q,1.13953488372
5354c02817e47f28e60e44a40ca5e48dll4sz,1.55555555556
535d24265a7d9c6a014ebede9c94ca178hllz,1.0
535ed161b4c9960a71ccd53128df4766ddyq6,1.0
53691811bd992911edb9f5f64f49d8f5luk1f,1.0
537f38e5fcf2656968e0a1752dd494ba8z1jc,1.0
538099bad0684be1266d053e14b22df1hd69n,1.15605095541
5382ddf369444f13cfbfe817f2038cf4ceta9,1.0
53856dce9187b16f2cf5e4e58f5d0397h7tz6,1.0
538bd365abd1b8e5edce2e402ae363b2sco5l,1.0
53a875d01487066486e0b62944f6c7f8s5fzk,1.01041666667
53bad148aca9e3a191559054ccc1a840fks8c,2.5
53bd98bb6892e927f4875caa64900492vd204,1.0
53c04a831c962b838c88a79a6a7d9f689bz15,1.0
53ca62194377e0e7c364754bcbae081cosnkl,1.0
53ca80b8f2d7ba5d7458bdb9e2aecf3aewlh6,1.59064327485
53d9e7fa087a0dab6a472bfbfb694622jv072,1.0
53e2d855e008a5c2f79b4b848d467b86nofo3,1.0
53f47b953a7db1ec3f8a4005b688d011ii5c6,1.2
53f61a2f33e8b07e49da643af49884782vzdu,1.0
53ff1e77769d36b703d433593e6057f4qxuwp,1.0
540defadac5bb152f178f3120ab4b75a3gsx8,1.51851851852
542cd56a2ee3397f2f9538000917436cxm9fq,1.2389380531
5436edb0defbed7359888496efd8bfd1kccyj,1.0
54379b25f1f35d9df78da9cd774cef74u5wt9,1.0
544003a9d96e47bb26e7001f29d3bf617bn0q,1.0
544c41e10ed9890712580b5a695cd9faep3bd,1.31034482759
544deb7f55926b3ebc61d987fa51cff7gonkw,1.0
5455e2e995dbd8e57ced16096e5a2769lmthu,1.0
54577d415f061a1c775480db195f6f6a69xhi,1.0
545eac777b91f6b5ee5a28345c0edfb0bm620,1.0
545edc1c32563e932145d90d3dc4089eworhr,1.11111111111
54951eebf2ae6dac0cc17aec2a6cf027s4xfs,1.0
54957cfd12ec8c64918b6200ea25d27fsc9hx,1.0
54aad193311933844cf20724f422cb84bys22,1.0
54b962cf1fbfb80aa7c6ee6863b6f7c6vya2p,1.0
54be4eab93b9530d67b531ee1fea63cbm9hfp,1.0
54bf09454bf02c264d09c613abf82908g9u77,1.0
54d1f311efd946941a86f07ebac10dac7z7gc,1.0
54d86476c2b265982387f29e60829d57bt814,1.16931216931
54e279a4e162af7fc55d640aa62d0cbc9hxil,1.00458715596
54eccabcdc43dd1dfe80ff84ebccd18577v5s,1.0
54f0943d5e936acdef05bf151ffbb1eczg2ck,1.0
54fd91deb14e95c097c9b96092a6708azdeyi,1.15068493151
55079a76d6207abf2d04b05112b1826d7jo3y,1.0
550fdbb2f0e4e57d213f600d41e7dfc6fmi2b,1.0
551a480d83ce94188b11aac799c7ac27y6qlm,1.80124223602
551b0374c12278228b659d57d29dfe65ng2x4,1.0
554466d4e50644d899e4f8f3ccd64b87ayokk,1.0
55453d252a225f3b046c094a7aa330a80dr96,1.0
554a2b2d9728c432126398b45fe804e6ega9f,1.13265306122
55533c2e8cebb94e6565d9261b4d3e5021tp1,1.2
55545d1d777a128670b8eed2f59dff5etcxe0,1.0
5563598101c7e6533b63f26827e57aa96qjww,1.0
55658cd700d5350af7394967f639f3e8aaqo3,1.0
556ea6f0576610436b46be4d8d03d7910xh1j,1.0
557788ea5c975ec5fad6ee42450afa1dn5xbi,1.0
557a115a80bbc39438b66869fb08e2dbn0n83,1.35483870968
557f06b312e040ed3cd7dd2a011cb83avyut1,1.4962406015
558258877f57cb07fb7dfaae8a8a78f1ito5o,1.0
558f1a983d66701f56ce2f5b05839eee9fdho,2.0
559bccfe60c7193963f09388fb681ea65k7dp,1.0
55a143da655ec730ead828a303999da0gvl9l,1.0
55abcd1b00c6b5b54633fc7e98f0110bwoy3v,3.72151898734
55b39a51c925bfb42fb812ebc5fe318emsjjf,1.10526315789
55c30b16f2b47cbfbafd1ed1dca69091pzxux,1.02777777778
55d0b2506cef6464d799879b65c6ba29hjcv3,1.0
55d9cdc3af85efe87b2a6f22a2cea96ezy2ax,1.0
55dc05893025427ce0aa0ffce381a2bb5tlqu,1.33333333333
55f53cedc49dc11f3c0ecd32d8c0073072e7g,1.11428571429
560b29e75e09ec641ec508daf138ca54up664,1.0
560eeb674015e1284864fbdf0d0b10bbchfvp,1.0
5640f30464bb5a7bc6e98fd2873fc25dh78hp,1.0
564ad2ac7e7298a3b14f513b5b9ff181j3y3j,1.0
565da8081175aaac7d871b0dec51fd8engqkd,1.04545454545
56638399946081100ae483330fe639e5pfot0,1.01538461538
