,bidder_id,auctions_won_cnt
465,b1863365ae232a316eb946ba56a29415m0gdz,30
466,b1c9bacacf1f33a8fe48d1a4ae4c761bcltiv,2
467,b2d3db61ddb119aa4e5f43e1bf72e349xr5tp,3
468,b37b352197594dae96bb9219bf59d656oz79f,1
469,b4210edd4ec9bf872c7108fdb3c6aae9cjwz7,3
470,b46132a554a2a3b93efc5a9352036e6crl6sk,1
471,b6a3aa8c0f2302fa35d7b809d9371deeypvyh,4
472,b6a7b5bba132a90e7c7cb350d2bfa52d7sion,2
473,b729f60d26fde89a01f3fa89759d6b07t0ec4,7
474,b7630ee9a73e7ba6f11f7717b7f03ed4be2hb,16
475,b7e16fd4fd9ff04b7d741b70730b7b6b1aw84,5
476,b8d88a1167ab74ba64fd6d9c83308a6d4oa6v,3
477,ba0ca6f98ed66bdd1c4e86db2ce4011fdk6ii,4
478,ba266f4898bf572447ad65856b362595yjt2a,3
479,ba6811273d4f63d9a31937b71b0a22dforovn,5
480,bb73823b1c3f577402c9aa9eabd1e412vp2xw,35
481,bb790a228de797253bf6afa43ee52eba1s2dx,6
482,bc3d08ad6ac94b8b5ce40a29b59899cakj3p5,19
483,bcda2135a2456d611876679b61dac500vs7sx,2
484,bcf95b210295831ff6e20db3a570f909n3q25,1
485,bd7d5414174da6df4b018c21495e8a2cxiose,3
486,bdab2be5a94c6380c60b902310cbe1b6rs4iw,1
487,bdbcdf6a935f4d1781a2d33bcc4967130bdqy,2
488,bf190f2cffc1a77f0957f8cd1c98257dofy08,4
489,bf65e77ce8676fbab6fc78b70c50f05a8da8a,2
490,bf8de839c1a8b7994d19049667548e4ewchpm,2
491,c0549e76b179912d52a28c3eb9b29376yaxvu,1
492,c0d065cc8cb585f027143f2ebc6b49f01g1wr,2
493,c0e3343070766b359c664f93ca65040b6bh2k,1
494,c128bfe7aba668d71126d51b32428c01tkq99,1
495,c1859303603734d90d1a91d80977e14echjim,19
496,c2294751630e49a4e594dfd89383b271qzp0m,163
497,c277151116ce38d8245f9f2308807af8t4nnj,34
498,c2e1242ad5ea781923a08987d55365c69fii7,278
499,c2f592fbdc8980229367e1db4d0f7a51my54g,4
500,c36fad0b52a6be6ec32cc5530c0a2aednea6k,29
501,c41cd6791e262b44d26bdb3443fcfba97wlm3,7
502,c41ea39b2e13b0fc9ccccc2546f924f1obd0w,3
503,c435ac9dcda855341e667d440c2ef7c6nd3mg,7
504,c48fd9c589f273945bad5f0cea5993ba2fet4,13
505,c5863a228287327c9980d12a632985da9vi29,5
506,c58ffa073b3b3deb4e993ee5dd05347cmvfur,1
507,c5babbaace35399cf51a9356bbc22733xpi5h,1
508,c6108e22518279361de99b3c7c298235mkoa9,4
509,c670e7fb466b09000f1053d2761752268bkfm,1
510,c69e65de28937ebe1b94e7785afd94158thqk,10
511,c6a49cf5944626b45425712f9e19e91d2nyh7,3
512,c6fcf1f7b824c864d492c4cd676cd702owsuv,2
513,c749a25f3a07304b959065d83bbfc5f75u1my,1
514,c76f30b8330b6d14fb872b30fcfd9d57phbsf,1
515,c780bc2dc7ab83d5e5c85dd13f0f7fdecfxjq,6
516,c7d335bf99b9c71fb22797ecbd78b92ashv4h,10
517,c8f537f6bb0aa2d45da541a875f014358qm7p,88
518,c9056fc0cade75299ed4438567a87d6ek44pt,1
519,c9416e793bd0559bca3ad4a5194d4cd1k8eyc,1
520,ca0331fc37db2b251a012376f7b987fcma2jw,8
521,ca0c049b8c37c99ef93b6086e9947135onppq,1
522,cab0d4e41ea81636de3bd3a1800d8da8x4yca,1
523,cad9c97e99bd5753be98edd9ad8ec8c8c7r66,3
524,caf32bc98f84a47829e76ffe104371f6kphvc,125
525,cb557e4675bf4f36f93ef5599adff545nz370,178
526,cb6ea552ab5b90e2d0572148426ca275d1zzj,2
527,cb705744a588c18087921e74e68cfa10oev6i,9
528,cb9a75312b809291306c6213ed5dc67dw31qz,13
529,cba6f45915ebbd4b5404c6d357153c0adeblt,2
530,cbc71ae3c3690c89485eda3f08b9bb51rqrxz,2
531,ccf30c9533a66f22f1c65910ae1bac1a1fs05,7
532,cd8f738dfa2ea0554baa3dfc4465cdb8izun1,1
533,cdf76f38b6f46a3bd396a99123d26909xq5c3,3
534,cf33d05860b7f7d9af73c6091190b81ektz1j,4
535,cf456f3c8c409ec4060142acfdabb5bbqpx7q,1
536,cf9a1c3af63d1bc3f55728b4a06a5f46njrac,3
537,cffb5f3c1f4ca815d0f643fcb2f2f316beod4,715
538,d0231e5200b870c055db7e3daae24bc8lt7at,1
539,d056594c1d7976b6ad4ba23e2b4cea19l2i0t,5
540,d110111b8700f290b5d03a0e243fe375r3woe,3
541,d1200a75b6c05584f4f902e74d3dead76cj15,1
542,d127576e329604b576df0a3248cdcda3279td,35
543,d26cca81c93b52ae3564aa6cdf33f5d5mkliw,1
544,d2704c8bb6ebbf13e08f37131382b126wy4yc,21
545,d2eca28cbe0a3dc69715d719c6958faaaqx95,1
546,d381ce07afba12851a815cdf8858c1c7g2pfh,2
547,d42604c7cca8ec92839e92508f2a3e52ehz29,13
548,d4b2fd8f5e8e02b660e9803cbcfa6cf2t5szq,102
549,d588f4c51e67a340d1991a8130ee0b56hy0r0,17
550,d645e4b8b043a18bb1c8689572ad4fe16q3np,1
551,d6517684989560cbb0da1fb2f5bbba9b9y2st,254
552,d65efaa8129a85f85bf909e5abde8c3628gfv,19
553,d6fd864297177c38cea65aed8a45fb7bbp2e3,21
554,d7340ee3c04e600c31fd2a34c760f7e7d26bn,2
555,d738b259ec6e6af625d1f41abcfd63e9e53tx,2
556,d79919e5ba11f26bce5e70f0a4f859e3e4q9y,15
557,d7b66d95bcfba06122dc6f7a3c605fd73239a,1
558,d91a4421996dcf429f575e372915cdcedae6g,9
559,d92c8c2d4c29d4c785431a8b34ea135awepbr,1
560,d9b611dab3b5116f761747fd3166ecec80icg,3
561,d9c6b6d7290e4475bcd6d264fb33a706fqtvc,2
562,d9ffd2f7f3cc1a546586701c2a6fbda24u9ye,2
563,da00b16633eb706fb11d55868120cdd9so58j,1
564,da950a556200395a82e23e3bbfe1abb6xs258,1
565,db85fb5556f17b744938cdcc2e7ce9b5urspd,6
566,dc4efb7e05563288d1f2ac4ca65c6734017ql,1
567,dcd54d7afa6820e3f00e1c9e83aecc7b4f3lw,2
568,dd055846eb553ab8e953b084f2048d53bdqec,133
569,dd1675bf26316cd4630087fb47d0ff8fsug8e,1
570,dd7292cdbc81ebfb87945d9ab176d679gepf0,6
571,de3bbaaa3bbc1fd1f751d23a972916d80q8e6,1
572,e0413f338c43c9d55ba53612d2068f65t4gs6,10
573,e0984156959c3e7cd05b7ec8ae239303inqlo,2
574,e0fde4b9b7ec14e80de3c811ecae157f6kqd9,6
575,e12177ff9c1a8413996f7b1a590980c82ofeo,43
576,e134f2bb79d1a810aada6a24760c8910mh5na,2
577,e19f258fa5019e58974b562a8e1433ccluztk,12
578,e1da7d96b83f16aa80cc254572cc154fcoudy,3
579,e1fb642deec7b382433de94983d97681o14ko,2
580,e22528ef6a439aff5a8b19f8c9b07c19fyzs6,1
581,e24542c1bd46a4a0f98b0fa95d8fc40brecdx,40
582,e268d06507859d78894a8f6e11995f48zls7t,1
583,e3ccc9bd16fa1f4a92fe87b4a54e5e72uficw,3
584,e3ea1d5464543a1ef3a9b60394fc4ab6i1jk3,4
585,e4bee4e53a19aaf71e0ac0e3be752b2cz3k1j,7
586,e56f611f1157381f4b689ab34b574e791qhcn,6
587,e587d92842526255c86d3b0d425747ecib83l,12
588,e61c14d66cd5693d93cb0356d7f444ebinx9i,4
589,e67abc3ba39537cc640678297a7c5bfag490k,1
590,e6f73230e0fff1d9a6b1b8a6617002ea9owig,1
591,e735a2301a18772a8276aa1f17ef79efu4yew,1
592,e7a98dc8545eb429007cb48799a40a2dc9p6o,6
593,e8291466de91b0eb4e1515143c7f74dexy2yr,141
594,e833712b1e29ffe74517e2dadcb4f2d1pt5t3,3
595,e8f3ce0b2d0849968400b63b992cc606psoij,3
596,e909515a6ae94a86027c717c4085954akbpt2,7
597,e90e4701234b13b7a233a86967436806wqqw4,79
598,e9c8ee7f783723fe8496dd35232d88f2or1r1,319
599,ea5948061b2059bcbd900d3ae7e86e428ae8g,1
600,eaaae0fb54c7d36724a9679c3128d5a7gn4k5,51
601,eaad20ae39d343daf76adc0b1a4984faumuzj,1
602,ead2ec4563ba25a9e9d417f1964b7504teqtp,2
603,eb2c4b4493f31788ead745533e0c9a18xzzlk,1
604,ec0c9e98cdf302274974ad212477f851iw35b,18
605,ec86220eb6ce57c91a02a7356b342599jrcut,1
606,ec96b5b27dc870c8f59ef11b7371b06eenaox,3
607,ed4802c318a7e04a5703ed115fe4f3a3kkugq,1
608,ed5fc53d096bcf1b86c30128040e775334ut0,2
609,ee052a24cd3164af9d08fe77bd6b79dfrbelk,1
610,ee5afe7f268aaa88598545df890f4e5fzari6,1
611,eea590b4da2709c294e8db490f5997eadyc1e,1
612,eea79e1bfc21ff1b9572213e540e1252s5iuy,3
613,eef111bfb93c213c174947c69b2f2b38cr2pw,2
614,ef9ce9b85309d7d1044ce57055705bae8pqlg,2
615,f019bd7ec140624144c4a9b40c42bec9jok79,4
616,f04748a1437347d837a65ce04ee7d94enqhub,4
617,f0567f6d45c0f83b9874681fe8dfe0ba6hjlf,20
618,f19531503f1485a3014189a80971c6fb0d9fu,1
619,f1e57f96a91c185a7ea716c2481cabecpi3ia,1
620,f211ff014ed43c9054916f97d6187108mpxr6,5
621,f28b5654b5633a0b5e3f757a16080116sjj1b,4
622,f29896e71c8077db28617a03c0f14e7570emg,1
623,f2ea6d89dd9897f0d6edb6f24c446f01ra6yk,7
624,f3ad2931359bca59c36ce55ba82f9af8enbi8,8
625,f3bb3c26162cfc1b8c3636a7ba126010na3n4,6
626,f416aeaaafcbb66aabb77347776db008qw96o,71
627,f46cfa9acdb6a4c419c70c19be4ff9523uixs,6
628,f473c995ca7b5287f9b2f079f0d78a1e92226,2
629,f5b2bbad20d1d7ded3ed960393bec0f40u6hn,554
630,f5edfebe95b4f637d1bcceb892b73dc7rhn7l,1
631,f63ed13362ce1c80970ba28a095c2bc5kfgmr,1
632,f725c5b4cece8353da7a636fcba0ecb5yxshd,3
633,f75a0f726d764514f612ee8cd8f65adegt02s,41
634,f781d7cab96d95bcea507cdd43b24255pw0dv,6
635,f7e3635c9a532fb9a60d6eda6eb7c7de3uqs2,9
636,f80075873f7183a03b1b10ac3f740032v6w99,5
637,f895a8d9d7974b3ee7f1f04a25a950e9v63ps,2
638,f8c42ccd10c3fe515e53082f0cde9a18oxgws,2
639,f8e90361c36eb3f6fbd485748e731fb7w2ci4,1
640,f8f87e237833c3279a953b785653b0e5qka8u,4
641,fa64831ab5ade55daee13f852c16b0a84ujt0,3
642,fa64fdb8ad70e86efbfc31179e93e99egd27l,1
643,fae553f133602fba6e9e6051dfb27fefkruax,4
644,fb81da0790d821a22617d748d0226540ylrj6,13
645,fb92fc925c5df50f4da7874a7542cf2210z1f,1
646,fb9b1e58ffba4b38175c11e03e51e1f48dnm1,3
647,fc8e62e5fb69ba67265a3d0e3403aa3fr8c2q,6
648,fdd836950d203286832a21b930b9f6b58ch7s,3
649,fdf908d608a629d5ebde14819231878dojel8,1
650,fe6ed3a12fbbf5da4980337564361710v2y21,1
651,ff181014a0d7bb534fb9a35f22e24fe72m1d5,10
652,ff58ffde976a4899dcd89597a7877e18lntgz,2
653,ffc4e2dd2cc08249f299cab46ecbfacfobmr3,1
