bidder_id,response_max,response_mean,response_median,response_min,response_std
47d1dbfb67706772f8a44f50e5656602z04rc,26157894736,3552631578.9,184210526.0,0,7391739418.59
d6cc3ad5d108e263070ca197df90428a5uzjf,5789473684,3105263158.0,3105263158.0,421052632,2684210526.0
1476226300a93d22b15253ed7339429a7ijk0,2628263157894,1.85986215539e+11,8736842105.0,0,4.32089872865e+11
d61ad0b43989c44de8fb09d48d7c4237qki85,70052631579,18697368420.8,2368421052.0,0,29695975062.5
e45d8e752e28e2fd0abb73d03ca1158f0frpp,1666526315790,1.54129764065e+11,9078947368.5,0,3.14213599625e+11
183c4e44d09bc4ab990b957e765af311vlup7,716842105263,24968567251.4,1157894737.0,0,1.0423422026e+11
3e8e7aebbd743931bf6d7f27ba24c683k3cb3,211000000000,5415122312.89,947368421.5,0,19468649899.8
6df1478cac0c497c19fe0fc9c8d9b1468ipr1,1473684210,1473684210.0,1473684210.0,1473684210,0.0
ae9e482a7f4a625a878c6ee0eb4dcd01dkm6d,324105263158,18003368421.1,2894736842.0,0,46774884348.6
dcc5a79317a22bd0f6dca1f60fc866a8bei1d,0,0.0,0.0,0,0.0
5bef71219c5f40bed25121fe8fff5d35xwd6d,2684210527,2684210527.0,2684210527.0,2684210527,0.0
d81579750b388276f2d8f6d80384f499n13l6,181421052632,71640350877.5,38473684210.5,578947369,73477111320.2
7d92b2f507f91ebdf60058fbc1c8a551a6w9c,1592894736842,5772253213.68,105263158.0,0,63123603378.7
3e6ff921cf5c53437489e0e7c86fabf1pv4gu,113947368421,15952012383.9,1078947368.5,0,29416747215.2
b72c7af96c10c0ed7ddca342490a82d727qmd,749210526316,10089863547.8,1447368420.5,0,49516714716.0
489a49069b03c3ff1c954d4b735199fdo55o5,11631578947,8763157894.5,8763157894.5,5894736842,2868421052.5
1e644da08a84c02d549f3a742d04d69ehxb55,4403263157894,35540550665.0,3210526315.0,0,2.73753513519e+11
3a47f68c3d60963c1e783f516a7f53e6zvaae,736842106,736842106.0,736842106.0,736842106,0.0
45c3a73b88760d4390f42ea4fae97d84la5wh,73736842106,7289473684.33,526315790.0,0,20104557028.3
516bb9262cf4e0080d4530e93b860155f9m2j,765421052632,23965894736.8,3526315790.0,52631579,85168903135.0
6c25e9fece8cc4ad8444611dd1c7ff3ajzf5p,5052631579,362105263.16,105263158.0,0,980058226.55
5bb45ce791e8a1ab59ca8afb3007287dyl3uq,784578947369,7.84578947369e+11,7.84578947369e+11,784578947369,0.0
22fb740f267ac617118261b2fd3365batisfg,2793157894737,1.82171506352e+11,789473684.0,0,5.32703554203e+11
d8bd7e2a782c493ab22ac8331531afd9xr2iz,180315789473,28269005848.0,10000000000.0,105263158,54786422913.6
0f935208860a0d3378475d4a7728ab9bimb3m,95157894737,4875233769.71,105263158.0,0,14319649075.3
9fada390b6c53ecb47e6f4eb4353e14f01xu0,5615789473684,3.86055316864e+11,36210526315.5,210526316,1.02204341195e+12
782557b3ec17063f2a36fc9193ed3200h14me,211736842105,7089289371.28,1052631579.0,0,23924370547.0
5053e03863b6887308c8446cefeec429l94tg,2473368421053,11360812357.0,736842105.0,0,96738346374.1
9f793ee6e6df7f69b5a5acb4e13db0476b26x,0,0.0,0.0,0,0.0
0457e2bcdd0a06bd9c8dc3ea9b3c1a7419mgs,261421052632,17539811066.2,789473684.0,0,46014596544.0
abf6c2cd31be1630f5a7a1219935011c3rkqt,125736842105,6706813044.85,1631578947.0,0,17465248993.3
760408cf9724e451036821f62928edcc8p1te,6736842105,6736842105.0,6736842105.0,6736842105,0.0
570910327f5584ea1ccba92634d89832lo1zc,0,0.0,0.0,0,0.0
79cdbe82ec79d0e60f1b113d9a5bc5b4ar8bk,26000000000,3298245614.11,421052632.0,0,8035432460.21
57baadea0359cccd55d6e3b530b021f13umk8,108736842106,1.08736842106e+11,1.08736842106e+11,108736842106,0.0
0ca19ea4fcfbf7e336775b330596b212aazl5,11736842105,2989473684.2,578947368.5,52631579,3800699745.99
7653096a529b6376e789ae6b2be867d0irevk,76421052632,9639097744.43,1684210526.5,52631579,19691515442.8
198bfc28cc145a6a36db4ad726bda70c2ixcg,3140684210527,2.62710526316e+11,1210526316.0,157894736,8.6774210022e+11
cc6a9979ed11d0c6a98c331ed649070629jxj,157894737,157894737.0,157894737.0,157894737,0.0
4d492abda420632b164e07cddb8b6c8brwe51,14000000000,7052631579.0,7052631579.0,105263158,6947368421.0
81a6dd18d43cb3b1999176eea563b438roe7y,179368421053,2641912372.54,52631579.0,0,13113073916.4
960f9fd497a45943022d714c539de0fb80hh2,40105263158,2682761950.74,368421052.0,0,5916414659.59
886330dcc2f32b0dc19f798203bae8e1c6lnv,315789474,157894737.0,157894737.0,0,157894737.0
9268c5298c0588626d8c53fe7845a00eznhjt,189421052631,7532036613.22,657894736.5,0,28665226283.9
631f923b7bcf91f61a2e9f96520bd8c8vtl14,1154368421052,61553924361.3,33842105263.5,0,83619804637.9
95f1c38d88ee08a110caafebc15548ee57xai,27631578948,3057894736.9,131578947.5,0,6581155419.08
3365cc213e7ee6ec1778b06519293641dqy4e,53526315790,3885662431.9,52631579.0,0,10277393161.6
2eb091188f68a709f9b000eb9ceeabe2fiisr,64263157895,4106155218.46,263157895.0,0,12283405854.9
e6f5cdfe15a567c729d5c061b90eb47eenev5,65473684210,9166666666.79,1921052632.5,263157895,16422519240.1
ab9a93f578a020450761b6410a80424ffvwwu,47368421053,1070574162.7,52631579.0,0,6082158163.74
2540f8192e425f9fb921db30ac1bfcbas4p6g,388421052632,6292891319.2,52631579.0,0,28110359980.2
298105b2159eefdbccdb38f3d93b3e9e48dpn,38157894737,38157894737.0,38157894737.0,38157894737,0.0
9744d8ea513490911a671959c4a530d81fj5e,2610894736842,80307017543.8,8947368421.5,0,3.13153638087e+11
e1dab1cacb09b523cfcc9922270947f8xdjbx,9168052631579,58466639269.7,1578947368.5,0,3.42429038609e+11
a3de32e622c781856002f4bb841e46c77wlac,48263157895,8197368420.95,2131578947.5,52631579,12897452721.6
90fa38142498fc5127298235fd6be8f7fqeen,52631578,52631578.0,52631578.0,52631578,0.0
cd5ece1f0d810b782709e80d2c58c82c54jl8,473684211,473684211.0,473684211.0,473684211,0.0
5dcb277cbe07f0417b0db40b09fc6829f3by9,5948210526316,1.04120525631e+11,4315789473.0,0,4.18761768631e+11
732bfff125ec2dfd4752100c129fd6bcd3ux2,789473684,789473684.0,789473684.0,789473684,0.0
1ed2469fec5448518683c66b64a9c3872l2mo,88947368421,15250000000.1,9657894737.5,52631579,20711219547.7
c519a86a80d4d3fd4a0932c3b21258af04zv6,109526315790,4414711477.49,421052631.5,52631579,19560079134.9
e0b6466f9f720e9d9a00d7c12b2e2c6d8xwxz,3662263157895,1.8312631579e+12,1.8312631579e+12,263157895,1.831e+12
2718290c8442619a6940c830320ea3275idpx,355947368422,31748120300.7,3368421052.5,52631579,89452066558.3
e10a19da6f6f510228031658e5f075e35pgjx,1611789473685,5427252808.72,684210526.0,0,50073369205.5
f928495ea037d9a2fbdc362ff8a7067ehybp6,40105263158,679374450.449,421052632.0,52631578,1542704597.2
49c3957287d24e69713e4355933b74baoijix,1247473684210,1.79410526316e+11,25368421053.0,5842105263,3.41598810657e+11
877d96d9abeb73e437a8ebd74abbbf45p8s80,557052631579,51253968254.0,2526315789.0,0,1.19833475943e+11
4b72cbc9d9ef0238bb666feea6d79e718qry1,421052632,421052632.0,421052632.0,421052632,0.0
e4433ef42008dcff761f12b9ade6fd31krdwv,37157894736,4349624059.93,1421052631.5,263157895,9188709007.4
4d0ef1e14225a1036f2df8f131580ae9mewjt,5736842105,5736842105.0,5736842105.0,5736842105,0.0
f620f0b7af9aa32a954a442b8cc81e1azk0y0,3473684210,1568421052.6,631578947.0,0,1466297275.62
46ad7367a12a4ccfab399d195909dac85tq1p,1565315789474,1.00942655145e+11,9842105263.0,52631578,2.45826617568e+11
472641bbe8c4bfeb799f0bf45b081b15xvozo,50368421052,4775438596.4,1157894736.5,0,10192975812.9
af39ace2ab5243446cb1ab2069a6b1c3i4wat,167052631579,12642269736.7,1447368421.0,0,30894571779.1
af9358ce1ddaf65489c9dbafb89519ddmmy1u,16578947368,8684210526.0,8684210526.0,789473684,7894736842.0
6c11cc7744fb52a632306ca8bf966cd1e4zxx,878052631579,7161173962.94,1000000000.0,0,39794532062.8
eed6a9c29013c4e8919c4e7f9de8c089c74x6,2222000000000,98915331807.8,7578947368.0,0,2.99502661723e+11
b75c35593d24adc341f59220f5359bfcnmt78,669105263158,38827552752.9,3526315789.0,0,1.09805677644e+11
77b7daafef906aa3f941992bcf94dd69zxk2p,1003368421052,29476283300.8,842105263.0,0,1.4905061454e+11
713fa3177b9c9c7c92cc9f74b71e84db0tss4,5990894736842,6372844165.34,315789473.0,0,99753307722.2
abaab62725ab5c2ed2b61b1793bd75b3tpodg,157894736,157894736.0,157894736.0,157894736,0.0
e21ab1de2eb9cebee269384c1da74d37ocqfs,3315789474,3315789474.0,3315789474.0,3315789474,0.0
91dcfc10da696a6d90966ff795751708er5fp,443947368421,3655433126.25,894736842.0,0,21393955943.5
e4d9663b7263ce39c377478e2392e9db471jq,4213105263158,6.09428571429e+11,1789473684.0,842105263,1.47127276668e+12
051586c3297f5b992000048f3704550fxja6g,12995736842105,1.47640097229e+11,4052631579.0,0,5.58281791797e+11
a4887a7fd41e2e9349fd1c910e2ce8252wilu,7999526315789,71036261914.6,578947368.0,0,7.14602173621e+11
5032a60dbbc7166223b7455fb20d8b2c2dsve,1315789474,1263157895.0,1263157895.0,1210526316,52631579.0
3a2e6d8da93da7b6f5b9c6ba770f8687tfkyk,0,0.0,0.0,0,0.0
06ed8a1726d2a3d03c195cb219b2bbb9wbmz8,1928157894736,1.85216066482e+11,55736842105.0,421052632,4.25801189329e+11
c773d1fd03e2557dc65bc0ace47cd9e61hcj9,64157894737,10901996370.3,3578947368.0,52631579,16633265807.0
73bb6e644a4cd3cbc41821a0cc9c3d39cz2qy,32894736842,4706766917.43,1315789474.0,52631579,8929608962.29
8028f074a79ede14bfcc3c3db79590dbhlrmo,2421052631,789473684.333,157894737.0,0,997226069.538
1d8c31a548884f767dde0adaad7d7f17k7ig3,894736842,403508772.0,263157895.0,52631579,357825930.679
847e0affb35dd02512a89563be9e78203lvle,421052632,421052632.0,421052632.0,421052632,0.0
c56fb64a6ad3274c8b6b68e67936f60fy0fz0,52631579,52631579.0,52631579.0,52631579,0.0
e117b1bc774ef9b7b9a2283e0538e546dsc2j,315789474,315789474.0,315789474.0,315789474,0.0
2a690441c5c10e835cf91861a199b22a5khsn,1721368421052,5.75877192982e+11,5842105264.0,421052631,8.09987638647e+11
f3e288ec59f438481c8ebbabc7951b2d0b48q,53842105263,27815789474.0,27815789474.0,1789473685,26026315789.0
942af1514033a612b203ec58f7894c9fv899u,3368421053,3368421053.0,3368421053.0,3368421053,0.0
24ec8762d6a57f212ba2cfb2e59cdf5ejd01s,11578947369,11578947369.0,11578947369.0,11578947369,0.0
d02c90db0b268c00b9dd97b89f43a607h6dx2,0,0.0,0.0,0,0.0
aef9866369a59c3cd53d8407ac1b25d06a0sb,4077526315789,56915204678.4,1921052631.5,0,2.82788158315e+11
f6fa31944ec345bd95de03e739ff0f43mgxjz,30421052632,2735722284.37,578947368.0,0,5666961815.82
92f1c0d8618205ce2fcc04e8ca5a92c6f6a7i,50300578947369,52104085815.2,1000000000.0,0,1.44880491936e+12
c6ac4ad7f4eaf0f56a64eac262aa2087dnr5h,4409789473684,15026150786.2,1947368421.0,0,1.12460121457e+11
386a97775697f6e6029d90552c2cb920kgfs9,526315789,263157894.5,263157894.5,0,263157894.5
cd60a92e0b2dee61fea24106c98e2d22efoeg,43526315790,43526315790.0,43526315790.0,43526315790,0.0
31a301c70e897bf36276031abdf07ab6cs6z0,52631579,52631579.0,52631579.0,52631579,0.0
585b938fd44968d0d59fcac453cfb3b8p8nti,55030210526316,1.2487299586e+11,421052632.0,0,2.27288852672e+12
bf35d044bd4b695194d7de633e0baa83jiz2c,81105263158,2559298245.56,52631579.0,0,10717911668.5
3434f3c540f1c0973d993eca4458656937du3,1526315789,552631579.0,421052631.5,52631579,473440482.903
310466ccaebb7f96342aa2001262470ccngje,210526316,210526316.0,210526316.0,210526316,0.0
ef0bda398052d1a3c829c8d15e14fddfisq63,497947368422,40378195488.7,6210526316.0,0,88119296361.3
94d47c4f0d63c3320b3b06713b9c73d2qj0cg,1578947368,543859649.0,447368421.0,0,505433694.217
41736b17949c37a00a1173180597ac62d8i3a,684210526,684210526.0,684210526.0,684210526,0.0
c84041c072e6e89a80a0770b22905560hb1an,4578947368,924812030.143,368421053.0,0,1525630424.85
22f0bec63d9700582aa5eee07e8f853a83rxq,254578947369,4518136557.61,52631579.0,0,23188692434.0
fb7c9b1dcc3b44dd69e42a84406117db4t4mn,118789473684,13313684210.6,2526315790.0,52631579,25682240994.4
b633a1ad49efd5434a9c95d86515252fbr33u,2631578947,1552631579.0,1552631579.0,473684211,1078947368.0
024b9e2d822424b09ddf86b2a9cf8614a0uwy,544315789474,4457514267.64,52631579.0,0,42475739207.7
9db8bcb1b8995abff2ee75c0b3c5332f61l6o,163473684210,15494459833.9,2815789474.0,0,30830475669.1
dd055846eb553ab8e953b084f2048d53bdqec,4947736842106,17454689437.5,2894736842.0,0,1.26806980919e+11
3961434cea4339f0049798fab2bc73aekuxjv,1263157894,868421052.0,868421052.0,473684210,394736842.0
d3ab33e9314c95d6806813171f292299tmprm,1157894737,877192982.667,1052631579.0,421052632,325390122.507
5bc813227f2261303ea9c8ba1a20586dg1uic,29368421053,29368421053.0,29368421053.0,29368421053,0.0
2b443d5c269e3c1557e71615bfc25e56ba9cb,7105263158,7105263158.0,7105263158.0,7105263158,0.0
cb75789226742aa50eb693209e92c6413tgwv,52631579,52631579.0,52631579.0,52631579,0.0
df71132b27228a53381c3d00616713a77v4w5,18631578948,2684210526.43,52631579.0,0,6510531482.51
31e7f56f77bb7b553280f14a339b3118rrmp9,762736842105,1.0487854251e+11,41105263158.0,2578947368,1.97539465301e+11
cb3314eb25be845fa412f1d2c2934841jmaqj,57473684211,34824561403.7,41578947368.0,5421052632,21780502150.5
bfe2b1ab9d76c5ebc15e7c9837b4ff7bip0fn,7842105263,7842105263.0,7842105263.0,7842105263,0.0
be44fce4054dff79d9df22968d65d614i363b,4093894736842,1.22743793446e+11,31447368421.0,52631579,4.1169236857e+11
fae9cc1ae4d5809bb2a9b207d61e7dd38n4k8,413842105263,23621052631.6,3421052632.0,0,63903371479.3
0e373556d3bf588a1bb2ca6354120cf2dmvjs,421052632,157894737.0,52631579.0,0,187317162.504
9f52fd88ba073512be19e3d24d4bb6f91l531,849000000000,7670224512.33,52631579.0,0,71116222842.0
f7b25abd850df9b0e0b305c6810e1ec3qbtaf,9526315789,1756578947.25,868421053.0,0,2322871571.98
bbad48cdaa604c1bf40b59120a775794rnlg1,2254368421052,1.2301754386e+11,13000000000.0,421052632,4.76856497355e+11
ecc11fc73292cd620039aa683c4dbb31wqoix,60868473684210,3.04364210526e+13,3.04364210526e+13,4368421052,3.04320526316e+13
eea79e1bfc21ff1b9572213e540e1252s5iuy,1698684210526,36474769397.7,2578947368.0,0,1.78030319765e+11
b1f027da364219f9fa0d93ed8db7a1590x44o,14421052632,1798245614.08,236842105.5,52631579,3865515876.25
1960e29a911e5a2dbc7eba2b373c1e17tjpd0,1052631578,1052631578.0,1052631578.0,1052631578,0.0
ed0d4564f18bd8d937b3cdb3abe5a6e89k3qq,508578947368,67671052631.6,1000000000.0,52631579,1.66840413303e+11
82d6da951091aa28a9f743dfc51348469gdaj,3157894737,3157894737.0,3157894737.0,3157894737,0.0
3f190707e3319279c4b1b05724bd8ad295qkt,105263158,87719298.3333,105263158.0,52631579,24810764.277
ecfb987a8cef8f7d64ec1438790ce512g5oa6,2736842106,450292397.778,105263158.0,52631579,820674343.662
b1b0241d8019ca7f9d1d5e406ed7b589ysmje,6578947369,6578947369.0,6578947369.0,6578947369,0.0
92ce3c44edd41ad3222481daac1ead35bouwj,5368421053,1394736842.0,78947368.5,52631578,2294308265.42
52c73f9072fea185709efbffa70b2b7fr965a,2578947369,1017543859.67,263157894.0,210526316,1104288069.29
65b0146a27f61820d3ff2497e3f0ac40vvpff,283578947369,78263157895.0,13184210526.5,3105263158,1.18637912548e+11
246c55639cf85c682d58cbd2ed6a6563vk2yn,6517368421053,11432489878.5,631578947.0,0,2.03204557838e+11
1bc93c2cf45273a126da786e9109bcfbnhw5f,6149736842106,49247605968.4,3736842105.0,0,2.70347609251e+11
acf0d379393ab4172565238aacd2737ai141h,52238105263158,3.15995383195e+11,52631579.0,0,3.98234132888e+12
12d6239a92972a35bc990225b3ab33466znm8,7684210526,3368421052.33,2000000000.0,421052631,3119059450.57
06ddad46112881df154e3bda0e90fe880r57n,20052631579,1225988700.56,421052632.0,0,3444694545.98
37851cbfe2be80198a69d3dd767a63d2k9tio,103684210526,9231334149.28,1000000000.0,0,20443889171.6
9196288f121946095e5c402fd326109827t0a,15000000000,789050090.014,578947368.0,0,836895045.552
87f83cd938cdd773a9800b17c6f8579b72jxi,54138894736842,1.18179660088e+12,2736842105.0,421052632,7.72851146666e+12
ec47ce49a5f2f10f8e817a1aa057d10d067p0,620421052632,57095693780.1,210526316.0,0,1.7814387274e+11
1f0c7bb7338c3d693f566e78db3a0aeayibsm,73789473684,3130804953.6,368421053.0,0,9967253261.45
ec6d3fbd8408ba43891370d4ffe41eabhnwbs,157894737,42105263.1,26315789.5,0,51568205.0403
27ecc68407cdb4edc500c932c0d0a366j83o1,52920894736842,4.07136938456e+11,1210526315.0,0,4.3688073974e+12
25331706aa2157419da068e93f3989feyo7a0,31631578947,1286995515.66,368421052.0,0,3248459927.77
6fe016817ede91739476e937658ff7a6p0qtt,51957789473684,38365168344.9,52631579.0,0,1.33185701904e+12
74cf3a0c5e4f080415888bad2f7119499lh63,87578947368,29894736842.3,1368421053.0,736842106,40789711374.1
9b7c9b470367241ae8f807ca975be6e4cg1at,461578947369,13474205315.2,736842106.0,0,49949489582.6
4992da4511c3c1b4efed3e16c7d8dec65ilfj,1656631578947,68081081081.1,1210526316.0,52631578,2.71740228168e+11
fda751b2957b69c503386815767e271b73xen,64314315789473,44996406860.8,1157894737.0,0,1.33505852264e+12
595610b00eadf408370f12c5317ffa58l2d37,355526315790,11613003095.9,657894737.0,0,59886977197.7
c554e067bb151205d19f45894ac5200f1l2gf,56762263157895,1.40076180384e+11,684210526.0,0,2.68327701839e+12
3be127c56b2de21dfcf2836f20afe249hqkxy,37421052631,15982456140.3,6210526316.0,4315789474,15179099040.9
b2a19e17e1b9e0bca8e4563efbff5fed7v9xe,1578947369,192219679.696,52631579.0,0,406975400.414
1e95d848559366371d667b30218b1ffaj6h4r,188842105264,86289473684.2,69368421052.5,17578947368,64730952877.5
c478f94c1323552e85aec6e1013ecba586320,315052631579,8052943008.42,1631578948.0,0,28196666331.9
550fdbb2f0e4e57d213f600d41e7dfc6fmi2b,127631578947,11034586466.2,1526315790.0,0,25306513370.5
6f7043cde57060a6766b551df5fa6fd9p3ojp,51196315789474,4.23790688259e+12,6263157895.0,52631579,1.35848097225e+13
f7f6280c1d272d1d155192d4b080b597qneki,141894736842,592409687.456,52631579.0,0,7273224886.61
9c509838d129fcee98cb3934079ca36asla50,263157895,263157895.0,263157895.0,263157895,0.0
a258949613f1ca10fdcc4428480bf77ehb5lq,50117789473684,82642206477.7,52631579.0,0,1.74263693264e+12
ae6758a627a111f6d6b530b0154c429566o4k,1416789473685,14624916722.2,105263158.0,0,95949993666.3
7e309c6a76895cd92f846558500b3fa72ympz,61104368421052,1.01727905444e+11,1631578947.0,0,2.02690637171e+12
3733f7ea492eef1f69f98593d2122c50xwcha,6303368421052,3.17686842105e+12,3.17686842105e+12,50368421053,3.1265e+12
fad73f1f3e715549978f4d0ae703f9b6ghfco,16000000000,9289473684.5,9289473684.5,2578947369,6710526315.5
c8f537f6bb0aa2d45da541a875f014358qm7p,61910157894737,1.04015052934e+11,3052631579.0,0,1.93441278814e+12
74429c9ce8183e2b1b89600e6de4ceea5kn1t,52631578,52631578.0,52631578.0,52631578,0.0
de4e57c06cf20bae573ca403b45470c3xa65t,26421052632,5124401913.82,1631578947.0,0,7864256078.15
94e182a5d0785a81b5ce24884dacf948bw9bb,41421052631,15065789473.5,8342105263.0,2157894737,15771980440.9
827da66b68b225547050c11df16f845618ptk,6535421052631,9.37263157895e+11,2105263158.0,52631579,2.28544386162e+12
36848805243fc60eab6a2c9eea902deef1rsx,5157894737,973684210.591,315789473.5,0,1539846803.83
a1f4d216a1a92507d97166151d7c9fe37bei4,64052631579,13147368421.0,263157895.0,52631579,25456940996.1
666eb6199d2f0e6a688d2595f9ca6c18y58mg,16526315789,14657894736.5,14657894736.5,12789473684,1868421052.5
fe4906ac4c8e2db5ed5a71e8a9d10080u6g7o,684210527,684210527.0,684210527.0,684210527,0.0
05b75a11dd918ab9d9dff644219e6727vqzz5,52000052631579,89977081116.5,105263158.0,0,2.04957763242e+12
ccf9392cf4f381d903c3213a9253810f7xpll,573263157894,5.73263157894e+11,5.73263157894e+11,573263157894,0.0
e7bd8c579adda24d5cbab02d84999f3btlvm6,4949105263157,7101783922.55,157894737.0,0,1.00227444122e+11
3105d663ef3dff7e483a46c56580a9f9kd7f8,789842105263,13503987240.9,1710526316.0,52631579,70807667429.9
b72e9e2c44b97e2b11555535f8e02cbfxziu6,368421052,368421052.0,368421052.0,368421052,0.0
a8617530d0f53a0309f87d43717aec4cr7389,2842105263,1605263158.0,1605263158.0,368421053,1236842105.0
6fc445aec2a0b7d378dccee0c821bbc96sayw,842105263,447368421.0,447368421.0,52631579,394736842.0
5ea069027e83033d1504d9492e2332141dxd8,1070368421053,35120498615.1,2526315789.0,157894737,1.70546687896e+11
a71e0bc6a18d3657f13905f83b5d82f4n8s9q,52631579,52631579.0,52631579.0,52631579,0.0
6fecdf0c3a5566812460a99f03336da9uoa74,5052631579,2815789473.5,2815789473.5,578947368,2236842105.5
2dc64c82ccf4e148dad7b4d5c7aff00djcias,3789473684,2078947368.0,2078947368.0,368421052,1710526316.0
6a1615abb7eb6f9169ec5294f4f8355ah1f2x,2157894737,1736842105.5,1736842105.5,1315789474,421052631.5
31a830eb1e9a515959899a9ed5e360cb9zlxv,7210526316,383416642.173,157894737.0,0,761551394.661
fb3cc685d0276ad85569b05e73f80c9et235x,189315789474,7974506579.02,105263158.0,0,28030171763.8
fa3101b52c7e4f9da7938b80c848ec5b6yj8d,256000000000,28915204678.3,7684210526.5,0,58185158434.2
37eb6e2979e66d4ce29a74ac1c8bc6a5lqs6t,448421052632,4667633651.02,52631579.0,0,39985617357.1
4cf9c56df4594860df56285e9293a7f7evfix,356421052632,8381473684.18,1473684210.0,0,33708084734.2
bd8bd6cae40abb19b81b6b6a7775f63e5tk1s,5473684211,1228070175.5,973684211.0,52631579,1443508942.69
c76f30b8330b6d14fb872b30fcfd9d57phbsf,513473684211,62414381023.0,26052631579.0,368421053,85951834850.8
ff74c92e8503ad93ac6c51695b373e644hzbn,63244368421052,69569061497.2,736842105.0,0,1.57161376386e+12
870932eabebfc108296437c303db6055kc3t4,10000000000,5526315789.5,5526315789.5,1052631579,4473684210.5
17ea3a2588ebbfac4e4180ced228b792nc92a,5724842105263,19928093259.5,105263158.0,0,2.81853329198e+11
f24f7d0e9af5c612d0a8adc30511d8ffz8s55,613473684210,35944831959.4,6000000000.0,0,84504738464.2
195701cd8504213303ac16c5ff87e176vhvqw,69947368422,7749046529.41,3421052631.0,0,12371509570.9
14d4e04d7ed150613974438a4dfd4e85dybq3,54407105263158,50232602688.1,894736842.0,0,1.33916622729e+12
abc2fda545c78824914207bc570027cep30zu,47578947368,5004978662.88,1973684210.5,0,8699297937.25
aa20f72aba9804a4922195f66a876688rugsd,4462526315789,52550535631.1,2315789473.0,0,4.1886717512e+11
3346f782cbbf4d2a5ca96e7298a5d2fcbijpr,132684210526,15960526315.9,6763157895.0,473684211,28413900607.3
39cf360cf2a8bbbd8fe5f069f8e10692e8ffl,32210526315,2765789473.7,394736842.5,0,5845434684.16
2d09ef84e2fdbc82827816c121a426145f726,48947368421,4383458646.71,1000000000.0,0,10420649379.0
86d84aea1298e3fcde8dcf288b462a77r7mhw,179684210526,46000000000.0,2078947368.5,157894737,77186978434.6
e29dc2a6703e7f3fbb904fb48739f32dicp4q,10578947369,10578947369.0,10578947369.0,10578947369,0.0
5d47c40a6eb83f780160368520186aefypwbo,7269684210526,39539286160.8,5289473684.5,0,2.50651837534e+11
0d876a3fa02c0e8cbc8d0aa00383c4e97t2ld,2578947369,877192982.667,52631579.0,0,1203513887.01
6b85d622dec4fff284d55895eba9969dqlhu9,4014684210526,2.00742105263e+12,2.00742105263e+12,157894737,2.00726315789e+12
c4294be0db6b5c9357ae5e2e7fc8da9489qpc,1210526316,657894737.0,657894737.0,105263158,552631579.0
3fa236f352b312553e3e750c9c050e74pb93r,19578947368,9092105262.75,7999999999.5,789473684,8445062400.27
b7e8513c997d42f4c1c2ee5176c9009e9kg6k,1149684210527,9022417154.02,1052631579.0,0,72665892819.6
baaa40521c775c9fdb496f636beb37c8axoty,62036526315789,1.29694072422e+12,72842105263.0,0,7.19007499776e+12
1fcca45fdd3d1d3638821f41e032f170en3h7,4473684210,1236842105.28,631578947.0,0,1498665662.76
6d89f75ade71ebf2b25360195b841ddbku2y6,157894737,87719298.3333,105263158.0,0,65643112.1143
48e03c096cdb040432600a898cad86330daoa,3377000000000,27487423377.7,1157894737.0,0,1.80254597937e+11
6bcc08698b90b78b8a97eaa03c37b6c8m1zms,1578947369,1578947369.0,1578947369.0,1578947369,0.0
e3d0a636bf384a7ea8909f392891f37emm7zb,4552842105263,4415760383.36,315789474.0,0,76191626496.7
642a3fd60bb7dc4fae5b884f5bd78a7dxqfnb,862105263158,38826957638.0,7394736842.5,0,95974781754.3
28aa6c505e308e49e586e25e1897ed2axjiy0,58368421053,5849624060.14,894736842.0,157894737,14813947816.9
717d6b636ec975430749a331ebb91f557r5xx,41210526316,2775438596.51,105263157.0,0,7727416783.47
fba0c76970a464cfa9c043c906442f0eg53a2,8736842105,8736842105.0,8736842105.0,8736842105,0.0
80e753fbea14f966b1fc6d1e194d4e66822ms,2724421052632,21024918490.9,157894737.0,0,1.91433261359e+11
ac021887f6d589839bf999780918cf56lhiwt,1071578947368,78051674641.1,19210526315.0,0,1.75340301855e+11
cdeabb239e699e0107d0b3126b7da142hxvx9,65493157894737,43142086330.9,1315789474.0,0,1.17656008042e+12
b8fdcc139db627da88d446ce908ca0f9tt12y,52631579,52631579.0,52631579.0,52631579,0.0
b9fd0772481bf459179a3b4ab49171693im97,4052631579,742690058.556,210526315.0,0,1229934535.86
a78b8df3f37770bc00ac378bddde0c5e45qco,14052631579,1731829573.9,52631579.0,0,4138828936.2
5b1893e2a75a2ffd4272d75a6aab6047yee7o,684210526,684210526.0,684210526.0,684210526,0.0
c86420d725f5b68d8648598d57b5b8390d88q,197263157894,22490753911.9,3684210526.0,52631579,43848907264.2
f44e8d16807516134d95de7b5ce03214ytzx9,4132052631579,35173174872.7,1052631579.0,0,2.85722813821e+11
d428139761f7b7563d57bb1f87b55876388j9,4578947368,1539473684.0,789473684.0,0,1858712731.83
3ed1bd875be767fbbc440b7d7092efcddubhz,3817315789474,18652145749.0,921052632.0,0,2.11783355474e+11
c11d59fbfce656ecb0bd0272c793e97cr0o77,1199421052631,3710797867.09,894736842.0,0,23915321502.3
48cb2cffc0d9004d1584cc02d3dbb1c3hii0r,1709315789474,26096816114.4,578947368.0,0,1.52462326552e+11
3fae46174ef1a7dce5e9893775f814c4so8s0,2473684211,2473684211.0,2473684211.0,2473684211,0.0
